session_id,user_id,book_id,condition,event_type,timestamp,page_number,latency_ms,manual_interventions,line_index,direction,trigger
1777564516827,,2,C1,session_start,1777564516955,1,,0,,,
1777564516827,,2,C1,line_change,1777564516955,0,,0,0,,auto
1777564516827,,2,C1,line_change,1777564518576,1,,0,0,forward,manual
1777564516827,,2,C1,line_change,1777564519100,2,,0,0,forward,manual
1777564516827,,2,C1,page_turn,1777564519100,2,,1,,,
1777564516827,,2,C1,line_change,1777564519293,3,,1,0,forward,manual
1777564516827,,2,C1,page_turn,1777564519293,3,,2,,,
1777564516827,,2,C1,line_change,1777564519655,4,,2,0,forward,manual
1777564516827,,2,C1,page_turn,1777564519656,4,,3,,,
1777564516827,,2,C1,line_change,1777564519916,5,,3,0,forward,manual
1777564516827,,2,C1,page_turn,1777564519916,5,,4,,,
1777564516827,,2,C1,line_change,1777564520130,6,,4,0,forward,manual
1777564516827,,2,C1,page_turn,1777564520130,6,,5,,,
1777564516827,,2,C1,line_change,1777564520334,7,,5,0,forward,manual
1777564516827,,2,C1,page_turn,1777564520334,7,,6,,,
1777564516827,,2,C1,line_change,1777564520584,8,,6,0,forward,manual
1777564516827,,2,C1,page_turn,1777564520584,8,,7,,,
1777564516827,,2,C1,line_change,1777564522182,9,,7,0,forward,manual
1777564516827,,2,C1,page_turn,1777564522182,9,,8,,,
1777564516827,,2,C1,line_change,1777564522647,10,,8,0,forward,manual
1777564516827,,2,C1,page_turn,1777564522647,10,,9,,,
1777564516827,,2,C1,line_change,1777564522931,11,,9,0,forward,manual
1777564516827,,2,C1,page_turn,1777564522931,11,,10,,,
1777564516827,,2,C1,line_change,1777564523132,12,,10,0,forward,manual
1777564516827,,2,C1,page_turn,1777564523132,12,,11,,,
1777564516827,,2,C1,line_change,1777564523367,13,,11,0,forward,manual
1777564516827,,2,C1,page_turn,1777564523367,13,,12,,,
1777564516827,,2,C1,line_change,1777564523630,14,,12,0,forward,manual
1777564516827,,2,C1,page_turn,1777564523630,14,,13,,,
1777564516827,,2,C1,line_change,1777564523900,15,,13,0,forward,manual
1777564516827,,2,C1,page_turn,1777564523900,15,,14,,,
1777564516827,,2,C1,line_change,1777564525460,15,,14,1,forward,manual
1777564516827,,2,C1,page_turn,1777564525461,16,,14,,,
1777564516827,,2,C1,line_change,1777564527491,15,,14,2,forward,manual
1777564516827,,2,C1,line_change,1777564528796,15,,14,3,forward,auto
1777564516827,,2,C1,line_change,1777564529704,15,,14,4,forward,manual
1777564516827,,2,C1,line_change,1777564531074,15,,14,5,forward,auto
1777564516827,,2,C1,line_change,1777564532120,15,,14,6,forward,manual
1777564516827,,2,C1,line_change,1777564533125,15,,14,7,forward,manual
1777564516827,,2,C1,line_change,1777564533564,15,,14,8,forward,manual
1777564516827,,2,C1,line_change,1777564536091,15,,14,9,forward,auto
1777564516827,,2,C1,session_end,1777564538565,16,,14,,,
